@relation Hailfinder

@attribute WindFieldMt {Westerly,LVorOther}
@attribute MorningCIN {None,PartInhibit,Stifling,TotalInhibit}
@attribute VISCloudCov {Cloudy,PC,Clear}
@attribute IRCloudCover {Cloudy,PC,Clear}
@attribute AMInstabMt {None,Weak,Strong}
@attribute R5Fcst {NIL,SIG,SVR}
@attribute MountainFcst {NIL,SIG,SVR}
@attribute MeanRH {VeryMoist,Average,Dry}
@attribute MidLLapse {CloseToDryAd,Steep,ModerateOrLe}
@attribute RHRatio {MoistMDryL,DryMMoistL,Other}
@attribute LoLevMoistAd {StrongPos,WeakPos,Neutral,Negative}
@attribute LowLLapse {CloseToDryAd,Steep,ModerateOrLe,Stable}
@attribute MvmtFeatures {StrongFront,MarkedUpper,OtherRapid,NoMajor}
@attribute TempDis {QStationary,Moving,None,Other}
@attribute WindAloft {LV,SWQuad,NWQuad,AllElse}
@attribute AMCINInScen {LessThanAve,Average,MoreThanAve}
@attribute CapChange {Decreasing,LittleChange,Increasing}
@attribute SynForcng {SigNegative,NegToPos,SigPositive,PosToNeg,LittleChange}
@attribute SatContMoist {VeryWet,Wet,Neutral,Dry}
@attribute RaoContMoist {VeryWet,Wet,Neutral,Dry}
@attribute CombMoisture {VeryWet,Wet,Neutral,Dry}
@attribute LatestCIN {None,PartInhibit,Stifling,TotalInhibit}
@attribute LLIW {Unfavorable,Weak,Moderate,Strong}
@attribute Date {May15_Jun14,Jun15_Jul1,Jul2_Jul15,Jul16_Aug10,Aug11_Aug20,Aug20_Sep15}
@attribute WindFieldPln {LV,DenvCyclone,LongAnticyc,E_NE,SEQuad,WidespdDnsl}
@attribute Dewpoints {LowEvrywhere,LowAtStation,LowSHighN,LowNHighS,LowMtsHighPl,HighEvrywher,Other}
@attribute SfcWndShfDis {DenvCyclone,E_W_N,E_W_S,MovingFtorOt,DryLine,None,Other}
@attribute InsChange {Decreasing,LittleChange,Increasing}
@attribute MorningBound {None,Weak,Strong}
@attribute OutflowFrMt {None,Weak,Strong}
@attribute WndHodograph {DCVZFavor,StrongWest,Westerly,Other}
@attribute N34StarFcst {NIL,SIG,SVR}
@attribute AreaMoDryAir {VeryWet,Wet,Neutral,Dry}
@attribute CombClouds {Cloudy,PC,Clear}
@attribute ScenRelAMCIN {AB,CThruK}
@attribute LIfr12ZDENSd {LIGt0,N1GtLIGt_4,N5GtLIGt_8,LILt_8}
@attribute AMDewptCalPl {Instability,Neutral,Stability}
@attribute AMInsWliScen {LessUnstable,Average,MoreUnstable}
@attribute N0_7muVerMo {StrongUp,WeakUp,Neutral,Down}
@attribute SubjVertMo {StronUp,WeakUp,Neutral,Down}
@attribute QGVertMotion {StrongUp,WeakUp,Neutral,Down}
@attribute CombVerMo {StrongUp,WeakUp,Neutral,Down}
@attribute AreaMeso_ALS {StrongUp,WeakUp,Neutral,Down}
@attribute CldShadeOth {Cloudy,PC,Clear}
@attribute Boundaries {None,Weak,Strong}
@attribute CldShadeConv {None,Some,Marked}
@attribute InsInMt {None,Weak,Strong}
@attribute ScenRel3_4 {ACEFK,B,D,GJ,HI}
@attribute ScenRelAMIns {ABI,CDEJ,F,G,H,K}
@attribute CompPlFcst {IncCapDecIns,LittleChange,DecCapIncIns}
@attribute CurPropConv {None,Slight,Moderate,Strong}
@attribute Scenario {A,B,C,D,E,F,G,H,I,J,K}
@attribute CapInScen {LessThanAve,Average,MoreThanAve}
@attribute InsSclInScen {LessUnstable,Average,MoreUnstable}
@attribute ScnRelPlFcst {A,B,C,D,E,F,G,H,I,J,K}
@attribute PlainsFcst {NIL,SIG,SVR}

@data
LVorOther,PartInhibit,PC,PC,None,SIG,NIL,Average,Steep,Other,WeakPos,CloseToDryAd,NoMajor,Other,LV,MoreThanAve,LittleChange,NegToPos,Wet,Dry,Neutral,PartInhibit,Weak,Aug20_Sep15,LV,LowSHighN,Other,LittleChange,None,None,Westerly,SIG,Neutral,PC,CThruK,N1GtLIGt_4,Instability,MoreUnstable,Neutral,Neutral,Neutral,Neutral,Neutral,PC,None,None,None,GJ,CDEJ,LittleChange,None,J,MoreThanAve,MoreUnstable,J,SIG
LVorOther,PartInhibit,Clear,PC,Weak,SIG,NIL,Average,Steep,MoistMDryL,Negative,Steep,NoMajor,None,AllElse,Average,Decreasing,NegToPos,Neutral,Dry,Dry,None,Strong,Jul16_Aug10,LongAnticyc,LowSHighN,Other,Decreasing,Strong,Weak,Westerly,SIG,Dry,Clear,CThruK,N1GtLIGt_4,Neutral,Average,StrongUp,Down,Neutral,Neutral,Neutral,Clear,Weak,Marked,Strong,ACEFK,CDEJ,DecCapIncIns,Strong,E,LessThanAve,LessUnstable,E,SIG
LVorOther,PartInhibit,Clear,PC,Strong,SVR,SIG,VeryMoist,ModerateOrLe,Other,StrongPos,Steep,StrongFront,Moving,NWQuad,Average,LittleChange,SigNegative,Dry,VeryWet,Dry,PartInhibit,Strong,Jul2_Jul15,LV,LowAtStation,E_W_N,Increasing,None,Weak,DCVZFavor,SVR,Wet,Clear,CThruK,LIGt0,Stability,Average,WeakUp,StronUp,WeakUp,StrongUp,StrongUp,Clear,Weak,Marked,Strong,ACEFK,K,LittleChange,Strong,K,Average,MoreUnstable,K,SVR
Westerly,PartInhibit,Clear,Clear,Weak,SIG,SIG,VeryMoist,CloseToDryAd,DryMMoistL,Negative,Stable,NoMajor,None,LV,LessThanAve,LittleChange,LittleChange,VeryWet,Wet,VeryWet,Stifling,Weak,Jul16_Aug10,DenvCyclone,HighEvrywher,MovingFtorOt,Decreasing,Strong,Weak,DCVZFavor,SIG,VeryWet,Clear,AB,N5GtLIGt_8,Stability,Average,WeakUp,Neutral,Down,Neutral,Neutral,PC,Strong,Marked,Strong,B,ABI,LittleChange,None,B,LessThanAve,LessUnstable,B,SIG
LVorOther,PartInhibit,PC,Clear,Weak,SIG,SIG,Dry,Steep,Other,Negative,CloseToDryAd,StrongFront,Moving,NWQuad,Average,Increasing,SigNegative,Neutral,Dry,Neutral,PartInhibit,Unfavorable,May15_Jun14,WidespdDnsl,HighEvrywher,MovingFtorOt,Decreasing,Weak,Strong,StrongWest,NIL,Neutral,PC,CThruK,N5GtLIGt_8,Neutral,Average,Neutral,WeakUp,StrongUp,WeakUp,WeakUp,PC,Strong,Some,Strong,ACEFK,K,IncCapDecIns,None,K,MoreThanAve,LessUnstable,K,NIL
LVorOther,PartInhibit,Clear,PC,Weak,SIG,SIG,VeryMoist,ModerateOrLe,DryMMoistL,Neutral,Stable,NoMajor,None,NWQuad,LessThanAve,LittleChange,SigPositive,Neutral,VeryWet,Wet,None,Strong,May15_Jun14,SEQuad,LowSHighN,MovingFtorOt,LittleChange,None,None,Other,NIL,Wet,Clear,CThruK,N5GtLIGt_8,Stability,LessUnstable,Down,WeakUp,WeakUp,WeakUp,WeakUp,Clear,Weak,None,Strong,HI,H,LittleChange,Strong,H,LessThanAve,LessUnstable,H,NIL
Westerly,PartInhibit,Clear,Cloudy,Strong,SVR,SVR,Dry,ModerateOrLe,DryMMoistL,StrongPos,Stable,StrongFront,Moving,NWQuad,Average,Increasing,SigPositive,Neutral,Dry,Dry,PartInhibit,Weak,Jul16_Aug10,WidespdDnsl,LowAtStation,E_W_S,Increasing,None,Weak,DCVZFavor,NIL,Dry,Cloudy,CThruK,LILt_8,Neutral,MoreUnstable,WeakUp,Neutral,WeakUp,WeakUp,WeakUp,Cloudy,Strong,Some,Strong,ACEFK,K,IncCapDecIns,Moderate,K,Average,MoreUnstable,K,NIL
Westerly,Stifling,Clear,Clear,Weak,NIL,NIL,Dry,Steep,MoistMDryL,WeakPos,Steep,NoMajor,QStationary,SWQuad,MoreThanAve,Increasing,NegToPos,Wet,VeryWet,VeryWet,PartInhibit,Unfavorable,May15_Jun14,E_NE,LowSHighN,E_W_S,Increasing,None,Weak,DCVZFavor,NIL,VeryWet,Clear,CThruK,N5GtLIGt_8,Neutral,Average,StrongUp,Neutral,Neutral,WeakUp,WeakUp,PC,Weak,Marked,Strong,HI,ABI,IncCapDecIns,None,I,MoreThanAve,MoreUnstable,I,NIL
Westerly,None,PC,Clear,Weak,SIG,SIG,VeryMoist,Steep,DryMMoistL,WeakPos,Steep,MarkedUpper,Moving,SWQuad,LessThanAve,LittleChange,SigNegative,Neutral,Neutral,Neutral,TotalInhibit,Moderate,May15_Jun14,LV,LowSHighN,E_W_S,Increasing,None,Weak,StrongWest,NIL,Neutral,Clear,CThruK,N1GtLIGt_4,Instability,LessUnstable,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,Weak,Marked,Strong,HI,ABI,LittleChange,Slight,I,LessThanAve,Average,I,NIL
Westerly,PartInhibit,Clear,PC,Strong,SIG,SIG,Dry,ModerateOrLe,MoistMDryL,Negative,Steep,NoMajor,None,SWQuad,Average,Increasing,LittleChange,Neutral,Wet,Neutral,None,Moderate,Aug11_Aug20,LongAnticyc,LowMtsHighPl,E_W_N,Decreasing,None,Strong,Westerly,SIG,Neutral,Clear,CThruK,LILt_8,Neutral,MoreUnstable,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,Weak,Some,Strong,ACEFK,CDEJ,IncCapDecIns,Strong,E,MoreThanAve,Average,E,SIG
Westerly,PartInhibit,PC,Clear,None,NIL,NIL,Average,Steep,DryMMoistL,Neutral,CloseToDryAd,StrongFront,Other,AllElse,Average,Increasing,PosToNeg,VeryWet,Neutral,Neutral,Stifling,Unfavorable,Jun15_Jul1,LV,LowSHighN,Other,Decreasing,None,None,DCVZFavor,NIL,Dry,PC,CThruK,N1GtLIGt_4,Instability,MoreUnstable,Neutral,Down,Neutral,Neutral,Neutral,PC,Weak,None,None,ACEFK,K,IncCapDecIns,None,K,MoreThanAve,Average,K,NIL
Westerly,PartInhibit,PC,Cloudy,Weak,NIL,NIL,Dry,CloseToDryAd,MoistMDryL,WeakPos,Steep,MarkedUpper,QStationary,NWQuad,Average,Increasing,SigPositive,Dry,Dry,Dry,PartInhibit,Moderate,Jul2_Jul15,LongAnticyc,LowNHighS,E_W_N,LittleChange,None,Strong,StrongWest,NIL,Dry,Cloudy,CThruK,N1GtLIGt_4,Stability,LessUnstable,Down,Neutral,StrongUp,Neutral,Neutral,PC,Weak,Some,Strong,ACEFK,CDEJ,IncCapDecIns,Moderate,C,MoreThanAve,LessUnstable,C,NIL
Westerly,Stifling,Clear,PC,Strong,SVR,SVR,Average,ModerateOrLe,Other,Negative,CloseToDryAd,MarkedUpper,None,NWQuad,MoreThanAve,Increasing,SigNegative,Neutral,Neutral,Neutral,PartInhibit,Weak,Jul16_Aug10,DenvCyclone,LowAtStation,DryLine,Decreasing,Weak,Strong,DCVZFavor,NIL,Neutral,Clear,CThruK,N1GtLIGt_4,Stability,LessUnstable,Neutral,StronUp,WeakUp,WeakUp,WeakUp,Clear,Weak,Some,Strong,D,CDEJ,IncCapDecIns,None,D,MoreThanAve,LessUnstable,D,NIL
Westerly,PartInhibit,PC,Clear,None,SIG,NIL,Dry,Steep,Other,WeakPos,Steep,NoMajor,Moving,LV,LessThanAve,Increasing,PosToNeg,Neutral,Neutral,Neutral,None,Strong,Jun15_Jul1,DenvCyclone,LowSHighN,E_W_N,Increasing,None,None,StrongWest,SIG,Neutral,PC,AB,N5GtLIGt_8,Neutral,Average,StrongUp,Down,Neutral,WeakUp,WeakUp,PC,None,None,None,B,ABI,IncCapDecIns,Strong,B,Average,Average,B,SIG
LVorOther,Stifling,Clear,Clear,Weak,SVR,SIG,Average,Steep,DryMMoistL,Neutral,Stable,MarkedUpper,QStationary,AllElse,Average,LittleChange,SigNegative,Neutral,Neutral,Neutral,None,Moderate,Jun15_Jul1,LV,Other,MovingFtorOt,Decreasing,Weak,Strong,Westerly,SVR,Dry,Clear,CThruK,LIGt0,Stability,Average,Down,StronUp,StrongUp,Neutral,Neutral,Clear,Weak,Some,Strong,ACEFK,K,LittleChange,Slight,K,Average,Average,K,SVR
LVorOther,TotalInhibit,PC,PC,Weak,SIG,SIG,VeryMoist,ModerateOrLe,Other,StrongPos,ModerateOrLe,OtherRapid,None,NWQuad,MoreThanAve,Decreasing,NegToPos,Wet,Neutral,Wet,PartInhibit,Weak,May15_Jun14,E_NE,LowMtsHighPl,MovingFtorOt,LittleChange,Strong,None,DCVZFavor,NIL,Wet,PC,CThruK,N5GtLIGt_8,Instability,MoreUnstable,Neutral,Down,StrongUp,StrongUp,StrongUp,PC,Strong,Marked,Weak,HI,H,DecCapIncIns,None,H,MoreThanAve,MoreUnstable,H,NIL
Westerly,PartInhibit,PC,Clear,Weak,SIG,SIG,Average,Steep,MoistMDryL,Negative,CloseToDryAd,StrongFront,Moving,AllElse,Average,LittleChange,LittleChange,VeryWet,Neutral,Wet,PartInhibit,Moderate,Jul16_Aug10,E_NE,LowSHighN,DryLine,Decreasing,None,Strong,StrongWest,NIL,VeryWet,Clear,CThruK,LIGt0,Instability,Average,Down,StronUp,Neutral,Neutral,Neutral,Clear,Weak,Some,Strong,ACEFK,K,LittleChange,Slight,K,Average,Average,K,NIL
Westerly,None,Cloudy,PC,Weak,SIG,SIG,Dry,Steep,Other,WeakPos,CloseToDryAd,OtherRapid,QStationary,NWQuad,LessThanAve,LittleChange,SigNegative,Dry,Neutral,Wet,PartInhibit,Moderate,Aug11_Aug20,LongAnticyc,LowNHighS,E_W_S,Increasing,Weak,Strong,StrongWest,NIL,Wet,Cloudy,CThruK,N5GtLIGt_8,Neutral,Average,Down,Down,Down,Down,Down,PC,Weak,Marked,Strong,ACEFK,CDEJ,LittleChange,Slight,C,LessThanAve,Average,C,NIL
LVorOther,PartInhibit,PC,Clear,Strong,SVR,SIG,Average,Steep,MoistMDryL,Neutral,CloseToDryAd,NoMajor,None,AllElse,Average,Decreasing,LittleChange,Dry,Neutral,Dry,PartInhibit,Strong,Jul16_Aug10,LV,LowMtsHighPl,DenvCyclone,Decreasing,Weak,Strong,Westerly,SVR,Dry,PC,CThruK,N5GtLIGt_8,Instability,MoreUnstable,WeakUp,Neutral,Neutral,Neutral,Neutral,Clear,Weak,Some,Strong,ACEFK,CDEJ,DecCapIncIns,Moderate,E,LessThanAve,MoreUnstable,E,SVR
LVorOther,PartInhibit,PC,PC,Strong,SIG,SIG,Dry,CloseToDryAd,DryMMoistL,WeakPos,CloseToDryAd,StrongFront,Other,LV,Average,LittleChange,LittleChange,Wet,Neutral,Neutral,None,Weak,Jul2_Jul15,LV,LowAtStation,Other,Increasing,None,Weak,DCVZFavor,NIL,Neutral,PC,CThruK,LIGt0,Stability,LessUnstable,WeakUp,Down,Neutral,Neutral,Neutral,Clear,None,Marked,Strong,GJ,CDEJ,LittleChange,Slight,J,Average,LessUnstable,J,NIL
LVorOther,PartInhibit,Cloudy,Clear,Strong,SIG,SIG,Average,CloseToDryAd,MoistMDryL,Neutral,ModerateOrLe,StrongFront,Moving,AllElse,Average,Increasing,PosToNeg,Wet,Wet,Wet,Stifling,Weak,Jul16_Aug10,LV,LowSHighN,MovingFtorOt,Decreasing,None,Strong,Westerly,NIL,Wet,Cloudy,CThruK,N1GtLIGt_4,Stability,MoreUnstable,WeakUp,Neutral,Neutral,Neutral,Neutral,Cloudy,Weak,Some,Strong,ACEFK,K,IncCapDecIns,None,K,MoreThanAve,Average,K,NIL
Westerly,PartInhibit,Clear,PC,Weak,SVR,SVR,Average,Steep,MoistMDryL,Negative,Stable,StrongFront,None,SWQuad,LessThanAve,LittleChange,SigNegative,Neutral,Dry,Neutral,None,Moderate,Aug20_Sep15,DenvCyclone,LowSHighN,E_W_S,Decreasing,None,Strong,Westerly,NIL,Neutral,Clear,AB,N1GtLIGt_4,Neutral,Average,Down,Down,Neutral,Neutral,Neutral,Clear,Weak,Marked,Strong,ACEFK,ABI,LittleChange,Slight,A,LessThanAve,LessUnstable,A,NIL
LVorOther,PartInhibit,PC,PC,Strong,SVR,SVR,Dry,CloseToDryAd,MoistMDryL,Neutral,CloseToDryAd,MarkedUpper,None,SWQuad,Average,LittleChange,NegToPos,Neutral,VeryWet,Neutral,PartInhibit,Weak,May15_Jun14,WidespdDnsl,LowSHighN,None,LittleChange,None,None,Westerly,NIL,Wet,PC,CThruK,N1GtLIGt_4,Stability,LessUnstable,Neutral,WeakUp,Neutral,WeakUp,WeakUp,Cloudy,None,None,Strong,GJ,G,LittleChange,None,G,Average,LessUnstable,G,NIL
LVorOther,None,PC,Clear,None,NIL,NIL,VeryMoist,ModerateOrLe,Other,Negative,Steep,NoMajor,None,LV,LessThanAve,Increasing,SigNegative,Wet,Wet,Neutral,PartInhibit,Moderate,Jul16_Aug10,DenvCyclone,HighEvrywher,None,Decreasing,Weak,None,Westerly,NIL,Neutral,Clear,CThruK,N1GtLIGt_4,Instability,MoreUnstable,WeakUp,Down,Neutral,WeakUp,WeakUp,PC,Weak,None,None,ACEFK,F,IncCapDecIns,Moderate,F,Average,MoreUnstable,F,NIL
LVorOther,PartInhibit,Clear,Clear,None,SVR,SIG,VeryMoist,ModerateOrLe,DryMMoistL,StrongPos,Steep,MarkedUpper,Moving,NWQuad,Average,LittleChange,NegToPos,Neutral,Dry,Dry,PartInhibit,Moderate,Aug11_Aug20,DenvCyclone,LowSHighN,E_W_N,Increasing,Weak,None,DCVZFavor,SVR,Dry,Clear,AB,N1GtLIGt_4,Instability,Average,Neutral,Neutral,Down,Down,Down,Clear,Weak,Some,Weak,ACEFK,ABI,LittleChange,Slight,A,Average,MoreUnstable,A,SVR
LVorOther,Stifling,PC,Clear,Strong,NIL,NIL,Dry,CloseToDryAd,MoistMDryL,Negative,Steep,StrongFront,Other,NWQuad,MoreThanAve,LittleChange,PosToNeg,Dry,Wet,Neutral,None,Weak,May15_Jun14,WidespdDnsl,LowNHighS,E_W_S,Decreasing,Weak,Strong,StrongWest,NIL,VeryWet,Clear,CThruK,N1GtLIGt_4,Instability,Average,StrongUp,StronUp,Neutral,StrongUp,StrongUp,Clear,Weak,Marked,Strong,ACEFK,K,LittleChange,Strong,K,MoreThanAve,Average,K,NIL
Westerly,PartInhibit,PC,PC,Weak,SVR,SVR,Average,ModerateOrLe,MoistMDryL,WeakPos,CloseToDryAd,NoMajor,Other,SWQuad,Average,Increasing,PosToNeg,Neutral,Neutral,Neutral,PartInhibit,Moderate,Jul2_Jul15,LV,Other,DenvCyclone,Increasing,Strong,Strong,StrongWest,NIL,Wet,PC,CThruK,N1GtLIGt_4,Instability,MoreUnstable,WeakUp,StronUp,Neutral,WeakUp,WeakUp,Cloudy,Strong,Marked,Strong,ACEFK,CDEJ,IncCapDecIns,Moderate,E,MoreThanAve,MoreUnstable,E,NIL
LVorOther,Stifling,Cloudy,PC,Weak,SIG,SIG,Dry,CloseToDryAd,Other,Negative,CloseToDryAd,OtherRapid,QStationary,AllElse,Average,LittleChange,PosToNeg,Neutral,Wet,Wet,TotalInhibit,Weak,Aug20_Sep15,DenvCyclone,Other,E_W_S,Decreasing,Strong,None,DCVZFavor,NIL,VeryWet,Cloudy,CThruK,N5GtLIGt_8,Instability,MoreUnstable,Neutral,Neutral,StrongUp,StrongUp,StrongUp,Cloudy,Strong,Some,Weak,HI,ABI,LittleChange,None,I,Average,LessUnstable,I,NIL
Westerly,None,PC,PC,None,NIL,NIL,Average,Steep,DryMMoistL,Negative,Steep,StrongFront,Other,SWQuad,LessThanAve,LittleChange,NegToPos,Dry,VeryWet,Wet,None,Weak,May15_Jun14,DenvCyclone,LowEvrywhere,DenvCyclone,Decreasing,None,None,Westerly,NIL,VeryWet,PC,AB,N1GtLIGt_4,Neutral,LessUnstable,StrongUp,Neutral,WeakUp,StrongUp,StrongUp,Cloudy,None,None,None,ACEFK,ABI,LittleChange,Slight,A,LessThanAve,LessUnstable,A,NIL
Westerly,PartInhibit,PC,Clear,Strong,SIG,SIG,Dry,ModerateOrLe,MoistMDryL,Neutral,Steep,NoMajor,None,SWQuad,Average,LittleChange,SigNegative,Wet,Neutral,Wet,Stifling,Strong,Aug11_Aug20,WidespdDnsl,LowNHighS,Other,LittleChange,Weak,Weak,Other,NIL,VeryWet,Clear,CThruK,N1GtLIGt_4,Instability,MoreUnstable,Down,StronUp,Neutral,Neutral,Neutral,Clear,Weak,None,Strong,ACEFK,CDEJ,LittleChange,Strong,E,Average,MoreUnstable,E,NIL
LVorOther,PartInhibit,Clear,PC,Weak,SVR,SIG,VeryMoist,Steep,DryMMoistL,Neutral,Steep,NoMajor,None,SWQuad,Average,Increasing,LittleChange,Dry,Wet,VeryWet,Stifling,Weak,Aug11_Aug20,LongAnticyc,HighEvrywher,None,Increasing,Strong,Strong,DCVZFavor,SVR,VeryWet,Clear,CThruK,LILt_8,Instability,MoreUnstable,Neutral,Neutral,Down,Neutral,Neutral,Clear,Strong,Some,Strong,ACEFK,CDEJ,IncCapDecIns,None,E,MoreThanAve,MoreUnstable,E,NIL
LVorOther,PartInhibit,Clear,Clear,None,NIL,NIL,Dry,CloseToDryAd,Other,StrongPos,CloseToDryAd,NoMajor,None,LV,LessThanAve,Increasing,LittleChange,Wet,VeryWet,Wet,Stifling,Unfavorable,Aug20_Sep15,LV,LowEvrywhere,None,Increasing,None,None,DCVZFavor,NIL,Wet,Clear,CThruK,N1GtLIGt_4,Stability,Average,WeakUp,WeakUp,WeakUp,WeakUp,WeakUp,PC,None,None,None,GJ,G,IncCapDecIns,None,G,MoreThanAve,Average,G,NIL
Westerly,PartInhibit,PC,Clear,None,NIL,NIL,VeryMoist,Steep,DryMMoistL,Neutral,Stable,MarkedUpper,Moving,AllElse,Average,Increasing,PosToNeg,Dry,Dry,VeryWet,TotalInhibit,Weak,May15_Jun14,E_NE,LowSHighN,Other,Decreasing,None,None,DCVZFavor,NIL,VeryWet,PC,CThruK,LILt_8,Instability,MoreUnstable,WeakUp,Down,WeakUp,Neutral,Neutral,PC,None,None,None,HI,H,IncCapDecIns,None,H,MoreThanAve,Average,H,NIL
Westerly,TotalInhibit,PC,PC,Strong,SIG,SIG,Average,Steep,Other,Negative,Steep,NoMajor,Other,AllElse,MoreThanAve,Increasing,SigPositive,Dry,Neutral,Wet,TotalInhibit,Moderate,May15_Jun14,LV,LowNHighS,E_W_N,LittleChange,Weak,Weak,DCVZFavor,NIL,Neutral,PC,CThruK,N5GtLIGt_8,Instability,MoreUnstable,StrongUp,StronUp,Down,Down,Down,PC,Weak,Marked,Strong,ACEFK,CDEJ,IncCapDecIns,None,C,MoreThanAve,MoreUnstable,C,NIL
LVorOther,Stifling,PC,Clear,Strong,SIG,NIL,Dry,Steep,MoistMDryL,StrongPos,CloseToDryAd,OtherRapid,Other,NWQuad,Average,Decreasing,SigPositive,Neutral,Wet,Wet,None,Weak,Jul2_Jul15,LongAnticyc,LowEvrywhere,E_W_S,Increasing,None,Strong,StrongWest,SIG,Wet,PC,CThruK,N1GtLIGt_4,Instability,MoreUnstable,WeakUp,Neutral,Neutral,Neutral,Neutral,PC,Strong,Marked,Strong,ACEFK,CDEJ,DecCapIncIns,Moderate,C,LessThanAve,MoreUnstable,C,SIG
Westerly,Stifling,PC,PC,Strong,SVR,SVR,Dry,CloseToDryAd,Other,Negative,CloseToDryAd,MarkedUpper,None,AllElse,Average,Increasing,SigPositive,Neutral,Wet,VeryWet,None,Moderate,Jul16_Aug10,LV,LowAtStation,DryLine,LittleChange,Weak,Weak,DCVZFavor,NIL,VeryWet,PC,CThruK,LIGt0,Stability,Average,Down,Neutral,Neutral,Down,Down,PC,Strong,Marked,Strong,GJ,G,IncCapDecIns,Moderate,G,MoreThanAve,Average,G,NIL
Westerly,TotalInhibit,Clear,Cloudy,Weak,SIG,SIG,Dry,CloseToDryAd,Other,Negative,Steep,NoMajor,None,AllElse,MoreThanAve,LittleChange,LittleChange,Neutral,Neutral,Neutral,Stifling,Moderate,Jul16_Aug10,LV,LowEvrywhere,DryLine,Decreasing,Strong,Strong,StrongWest,SIG,Neutral,PC,CThruK,N1GtLIGt_4,Instability,Average,WeakUp,WeakUp,Neutral,WeakUp,WeakUp,PC,Strong,Some,Weak,GJ,G,LittleChange,None,G,MoreThanAve,LessUnstable,G,NIL
Westerly,TotalInhibit,PC,PC,Strong,SVR,SVR,Dry,ModerateOrLe,Other,Neutral,CloseToDryAd,MarkedUpper,None,AllElse,MoreThanAve,Decreasing,SigPositive,Dry,Wet,Neutral,None,Moderate,Jul16_Aug10,WidespdDnsl,LowAtStation,E_W_N,LittleChange,Weak,Weak,StrongWest,SVR,Neutral,PC,CThruK,N5GtLIGt_8,Stability,Average,Neutral,Neutral,Neutral,Neutral,Neutral,PC,Weak,Marked,Strong,ACEFK,CDEJ,DecCapIncIns,Strong,C,LessThanAve,Average,C,SVR
LVorOther,PartInhibit,PC,Clear,None,SVR,NIL,Average,Steep,DryMMoistL,WeakPos,CloseToDryAd,OtherRapid,Moving,SWQuad,LessThanAve,Increasing,NegToPos,VeryWet,Neutral,Neutral,None,Moderate,May15_Jun14,LongAnticyc,LowMtsHighPl,DryLine,LittleChange,None,None,Other,SVR,Neutral,PC,CThruK,LILt_8,Neutral,MoreUnstable,WeakUp,Down,Down,Down,Down,Clear,None,None,None,D,CDEJ,IncCapDecIns,Strong,D,LessThanAve,MoreUnstable,D,SVR
Westerly,PartInhibit,PC,Clear,None,SIG,NIL,Dry,CloseToDryAd,MoistMDryL,Neutral,CloseToDryAd,NoMajor,None,SWQuad,Average,Increasing,LittleChange,Dry,Wet,Wet,PartInhibit,Weak,Jun15_Jul1,LV,LowAtStation,Other,LittleChange,None,None,StrongWest,SIG,Neutral,Clear,CThruK,N1GtLIGt_4,Instability,MoreUnstable,Down,Down,Neutral,Down,Down,Clear,None,None,None,GJ,G,IncCapDecIns,None,G,MoreThanAve,MoreUnstable,G,SIG
Westerly,PartInhibit,PC,Clear,Strong,SVR,SVR,VeryMoist,ModerateOrLe,DryMMoistL,WeakPos,ModerateOrLe,MarkedUpper,None,SWQuad,LessThanAve,Increasing,PosToNeg,Wet,Neutral,Neutral,Stifling,Moderate,Jul16_Aug10,WidespdDnsl,LowEvrywhere,MovingFtorOt,Increasing,None,Strong,Westerly,NIL,Wet,PC,CThruK,N5GtLIGt_8,Stability,MoreUnstable,Down,StronUp,Down,StrongUp,StrongUp,Cloudy,Weak,Marked,Strong,ACEFK,K,IncCapDecIns,None,K,MoreThanAve,MoreUnstable,K,NIL
LVorOther,Stifling,PC,PC,Weak,SIG,SIG,Dry,ModerateOrLe,Other,Negative,ModerateOrLe,StrongFront,QStationary,AllElse,MoreThanAve,LittleChange,NegToPos,Wet,Dry,Neutral,None,Moderate,Aug20_Sep15,SEQuad,LowAtStation,E_W_N,LittleChange,Weak,Strong,Westerly,NIL,Wet,PC,CThruK,N1GtLIGt_4,Stability,LessUnstable,StrongUp,Down,Neutral,StrongUp,StrongUp,PC,Strong,None,Strong,ACEFK,K,LittleChange,Moderate,K,MoreThanAve,LessUnstable,K,NIL
Westerly,Stifling,Clear,Clear,None,NIL,NIL,Dry,Steep,Other,StrongPos,CloseToDryAd,NoMajor,None,SWQuad,Average,Decreasing,PosToNeg,Neutral,Neutral,Neutral,PartInhibit,Unfavorable,May15_Jun14,LV,LowAtStation,E_W_N,Increasing,None,None,Westerly,NIL,Wet,Clear,CThruK,N1GtLIGt_4,Stability,LessUnstable,StrongUp,Neutral,WeakUp,WeakUp,WeakUp,Clear,None,None,None,GJ,G,DecCapIncIns,None,G,LessThanAve,LessUnstable,G,NIL
